dba,boro,building,street,zipcode,cuisine_description,violation_description,critical_flag,score,grade,grade_date,record_date
LULU'S COFFEE SHOP,Bronx,1191,CASTLE HILL AVENUE,10462.0,Coffee/Tea,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,27,B,2023-12-05T00:00:00.000,2025-05-07T06:00:15.000
LULU'S COFFEE SHOP,Bronx,1191,CASTLE HILL AVENUE,10462.0,Coffee/Tea,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",Critical,27,B,2023-12-05T00:00:00.000,2025-05-07T06:00:15.000
LULU'S COFFEE SHOP,Bronx,1191,CASTLE HILL AVENUE,10462.0,Coffee/Tea,Personal cleanliness is inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn where required. Jewelry worn on hands or arms. Fingernail polish worn or fingernails not kept clean and trimmed.,Critical,27,B,2023-12-05T00:00:00.000,2025-05-07T06:00:15.000
LULU'S COFFEE SHOP,Bronx,1191,CASTLE HILL AVENUE,10462.0,Coffee/Tea,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,27,B,2023-12-05T00:00:00.000,2025-05-07T06:00:15.000
LULU'S COFFEE SHOP,Bronx,1191,CASTLE HILL AVENUE,10462.0,Coffee/Tea,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,27,B,2023-12-05T00:00:00.000,2025-05-07T06:00:15.000
MITCHELL'S RESTAURANT,Brooklyn,617A,VANDERBILT AVENUE,11238.0,Soul Food,Personal cleanliness is inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn where required. Jewelry worn on hands or arms. Fingernail polish worn or fingernails not kept clean and trimmed.,Critical,9,A,2024-06-30T00:00:00.000,2025-05-07T06:00:15.000
MITCHELL'S RESTAURANT,Brooklyn,617A,VANDERBILT AVENUE,11238.0,Soul Food,"Pesticide not properly labeled or used by unlicensed individual. Pesticide, other toxic chemical improperly used/stored. Unprotected, unlocked bait station used.",Not Critical,9,A,2024-06-30T00:00:00.000,2025-05-07T06:00:15.000
MITCHELL'S RESTAURANT,Brooklyn,617A,VANDERBILT AVENUE,11238.0,Soul Food,"Toilet facility not maintained or provided with toilet paper, waste receptacle or self-closing door.",Not Critical,9,A,2024-06-30T00:00:00.000,2025-05-07T06:00:15.000
MITCHELL'S RESTAURANT,Brooklyn,617A,VANDERBILT AVENUE,11238.0,Soul Food,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,12,A,2023-04-27T00:00:00.000,2025-05-07T06:00:15.000
MITCHELL'S RESTAURANT,Brooklyn,617A,VANDERBILT AVENUE,11238.0,Soul Food,"Dishwashing and ware washing: Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.",Not Critical,12,A,2023-04-27T00:00:00.000,2025-05-07T06:00:15.000
MITCHELL'S RESTAURANT,Brooklyn,617A,VANDERBILT AVENUE,11238.0,Soul Food,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,11,A,2022-03-11T00:00:00.000,2025-05-07T06:00:15.000
MITCHELL'S RESTAURANT,Brooklyn,617A,VANDERBILT AVENUE,11238.0,Soul Food,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,11,A,2022-03-11T00:00:00.000,2025-05-07T06:00:15.000
DA VINCI PIZZA,Brooklyn,6514,18 AVENUE,11204.0,Pizza,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,11,A,2024-01-02T00:00:00.000,2025-05-07T06:00:15.000
DA VINCI PIZZA,Brooklyn,6514,18 AVENUE,11204.0,Pizza,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,11,A,2024-01-02T00:00:00.000,2025-05-07T06:00:15.000
DA VINCI PIZZA,Brooklyn,6514,18 AVENUE,11204.0,Pizza,"Single service article not provided. Single service article reused or not protected from contamination when transported, stored, dispensed. Drinking straws not completely enclosed in wrapper or dispensed from a sanitary device.",Not Critical,11,A,2024-01-02T00:00:00.000,2025-05-07T06:00:15.000
DA VINCI PIZZA,Brooklyn,6514,18 AVENUE,11204.0,Pizza,Live roaches in facility's food or non-food area.,Critical,13,A,2022-11-28T00:00:00.000,2025-05-07T06:00:15.000
DA VINCI PIZZA,Brooklyn,6514,18 AVENUE,11204.0,Pizza,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,13,A,2022-11-28T00:00:00.000,2025-05-07T06:00:15.000
DA VINCI PIZZA,Brooklyn,6514,18 AVENUE,11204.0,Pizza,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,13,A,2022-11-28T00:00:00.000,2025-05-07T06:00:15.000
DA VINCI PIZZA,Brooklyn,6514,18 AVENUE,11204.0,Pizza,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,13,A,2022-11-28T00:00:00.000,2025-05-07T06:00:15.000
DA VINCI PIZZA,Brooklyn,6514,18 AVENUE,11204.0,Pizza,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,13,A,2021-08-30T00:00:00.000,2025-05-07T06:00:15.000
DA VINCI PIZZA,Brooklyn,6514,18 AVENUE,11204.0,Pizza,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,13,A,2021-08-30T00:00:00.000,2025-05-07T06:00:15.000
MEXICO LINDO RESTAURANT,Manhattan,459,2 AVENUE,10010.0,Mexican,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,13,A,2023-10-26T00:00:00.000,2025-05-07T06:00:15.000
MEXICO LINDO RESTAURANT,Manhattan,459,2 AVENUE,10010.0,Mexican,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,13,A,2023-10-26T00:00:00.000,2025-05-07T06:00:15.000
MEXICO LINDO RESTAURANT,Manhattan,459,2 AVENUE,10010.0,Mexican,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,12,A,2022-03-02T00:00:00.000,2025-05-07T06:00:15.000
MEXICO LINDO RESTAURANT,Manhattan,459,2 AVENUE,10010.0,Mexican,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,12,A,2022-03-02T00:00:00.000,2025-05-07T06:00:15.000
MARINA DEL REY,Bronx,2894,SCHURZ AVENUE,10465.0,American,Hot TCS food item not held at or above 140 °F.,Critical,10,A,2025-01-02T00:00:00.000,2025-05-07T06:00:15.000
MARINA DEL REY,Bronx,2894,SCHURZ AVENUE,10465.0,American,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,10,A,2025-01-02T00:00:00.000,2025-05-07T06:00:15.000
MARINA DEL REY,Bronx,2894,SCHURZ AVENUE,10465.0,American,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,8,A,2022-04-14T00:00:00.000,2025-05-07T06:00:15.000
MARINA DEL REY,Bronx,2894,SCHURZ AVENUE,10465.0,American,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,8,A,2022-04-14T00:00:00.000,2025-05-07T06:00:15.000
BROOME STREET BAR,Manhattan,363,WEST BROADWAY,10013.0,American,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,12,A,2024-05-29T00:00:00.000,2025-05-07T06:00:15.000
BROOME STREET BAR,Manhattan,363,WEST BROADWAY,10013.0,American,"Design, construction, materials used or maintenance of food contact surface improper. Surface not easily cleanable, sanitized and maintained.",Not Critical,12,A,2024-05-29T00:00:00.000,2025-05-07T06:00:15.000
BROOME STREET BAR,Manhattan,363,WEST BROADWAY,10013.0,American,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,12,A,2024-05-29T00:00:00.000,2025-05-07T06:00:15.000
BROOME STREET BAR,Manhattan,363,WEST BROADWAY,10013.0,American,Evidence of rats or live rats in establishment's food or non-food areas.,Critical,10,A,2022-12-13T00:00:00.000,2025-05-07T06:00:15.000
BROOME STREET BAR,Manhattan,363,WEST BROADWAY,10013.0,American,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,10,A,2022-12-13T00:00:00.000,2025-05-07T06:00:15.000
BROOME STREET BAR,Manhattan,363,WEST BROADWAY,10013.0,American,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,10,A,2022-12-13T00:00:00.000,2025-05-07T06:00:15.000
BROOME STREET BAR,Manhattan,363,WEST BROADWAY,10013.0,American,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,10,A,2022-01-13T00:00:00.000,2025-05-07T06:00:15.000
BROOME STREET BAR,Manhattan,363,WEST BROADWAY,10013.0,American,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,10,A,2022-01-13T00:00:00.000,2025-05-07T06:00:15.000
BROOME STREET BAR,Manhattan,363,WEST BROADWAY,10013.0,American,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,9,A,2021-08-26T00:00:00.000,2025-05-07T06:00:15.000
BROOME STREET BAR,Manhattan,363,WEST BROADWAY,10013.0,American,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,9,A,2021-08-26T00:00:00.000,2025-05-07T06:00:15.000
O'HANLON'S PUB,Queens,2257,31 STREET,11105.0,Irish,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,2,A,2024-04-01T00:00:00.000,2025-05-07T06:00:15.000
O'HANLON'S PUB,Queens,2257,31 STREET,11105.0,Irish,"Pesticide not properly labeled or used by unlicensed individual.  Pesticide, other toxic chemical improperly used/stored. Unprotected, unlocked bait station used.",Not Critical,4,A,2022-12-21T00:00:00.000,2025-05-07T06:00:15.000
O'HANLON'S PUB,Queens,2257,31 STREET,11105.0,Irish,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,4,A,2022-12-21T00:00:00.000,2025-05-07T06:00:15.000
O'HANLON'S PUB,Queens,2257,31 STREET,11105.0,Irish,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,8,A,2021-07-21T00:00:00.000,2025-05-07T06:00:15.000
O'HANLON'S PUB,Queens,2257,31 STREET,11105.0,Irish,Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.,Not Critical,8,A,2021-07-21T00:00:00.000,2025-05-07T06:00:15.000
CHARLIES SPORTS BAR,Queens,4408,60TH ST,11377.0,Bottled Beverages,,Not Applicable,0,A,2024-10-15T00:00:00.000,2025-05-07T06:00:15.000
CHARLIES SPORTS BAR,Queens,4408,60TH ST,11377.0,Bottled Beverages,"No hand washing facility in or adjacent to toilet room or within 25 feet of a food preparation, food service or ware washing area.  Hand washing facility not accessible, obstructed or used for non-hand washing purposes. No hot and cold running water or water at inadequate pressure. No soap or acceptable hand-drying device.",Critical,10,A,2022-07-28T00:00:00.000,2025-05-07T06:00:15.000
JG MELON RESTAURANT,Manhattan,1291,3 AVENUE,10021.0,American,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,9,A,2025-01-28T00:00:00.000,2025-05-07T06:00:15.000
JG MELON RESTAURANT,Manhattan,1291,3 AVENUE,10021.0,American,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,9,A,2025-01-28T00:00:00.000,2025-05-07T06:00:15.000
JG MELON RESTAURANT,Manhattan,1291,3 AVENUE,10021.0,American,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",Critical,10,A,2023-10-27T00:00:00.000,2025-05-07T06:00:15.000
JG MELON RESTAURANT,Manhattan,1291,3 AVENUE,10021.0,American,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,10,A,2023-10-27T00:00:00.000,2025-05-07T06:00:15.000
JG MELON RESTAURANT,Manhattan,1291,3 AVENUE,10021.0,American,"Food not cooled by an approved method whereby the internal product temperature is reduced from 140º F to 70º F or less within 2  hours, and from 70º F to 41º F or less within 4 additional hours.",Critical,9,A,2022-04-05T00:00:00.000,2025-05-07T06:00:15.000
JG MELON RESTAURANT,Manhattan,1291,3 AVENUE,10021.0,American,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,9,A,2022-04-05T00:00:00.000,2025-05-07T06:00:15.000
"TAP ROOM, GRAB & GO",Manhattan,180,CENTRAL PARK SOUTH,10019.0,American,"Food, supplies, and equipment not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,7,A,2024-12-10T00:00:00.000,2025-05-07T06:00:15.000
"TAP ROOM, GRAB & GO",Manhattan,180,CENTRAL PARK SOUTH,10019.0,American,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,7,A,2024-12-10T00:00:00.000,2025-05-07T06:00:15.000
"TAP ROOM, GRAB & GO",Manhattan,180,CENTRAL PARK SOUTH,10019.0,American,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,11,A,2023-03-24T00:00:00.000,2025-05-07T06:00:15.000
"TAP ROOM, GRAB & GO",Manhattan,180,CENTRAL PARK SOUTH,10019.0,American,"Accurate thermometer not provided or properly located in refrigerated, cold storage or hot holding equipment",Not Critical,11,A,2023-03-24T00:00:00.000,2025-05-07T06:00:15.000
"TAP ROOM, GRAB & GO",Manhattan,180,CENTRAL PARK SOUTH,10019.0,American,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,11,A,2023-03-24T00:00:00.000,2025-05-07T06:00:15.000
"TAP ROOM, GRAB & GO",Manhattan,180,CENTRAL PARK SOUTH,10019.0,American,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,7,A,2022-02-16T00:00:00.000,2025-05-07T06:00:15.000
COCKTAIL ROOM (NYAC),Manhattan,180,CENTRAL PARK SOUTH,10019.0,American,Wash hands sign not posted near or above hand washing sink.,Not Critical,2,A,2023-12-14T00:00:00.000,2025-05-07T06:00:15.000
COCKTAIL ROOM (NYAC),Manhattan,180,CENTRAL PARK SOUTH,10019.0,American,,Not Applicable,0,A,2022-02-16T00:00:00.000,2025-05-07T06:00:15.000
THE FLAME DINER,Manhattan,893,9 AVENUE,10019.0,American,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,11,A,2024-07-10T00:00:00.000,2025-05-07T06:00:15.000
THE FLAME DINER,Manhattan,893,9 AVENUE,10019.0,American,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,11,A,2024-07-10T00:00:00.000,2025-05-07T06:00:15.000
THE FLAME DINER,Manhattan,893,9 AVENUE,10019.0,American,Hot TCS food item not held at or above 140 °F.,Critical,12,A,2023-01-20T00:00:00.000,2025-05-07T06:00:15.000
THE FLAME DINER,Manhattan,893,9 AVENUE,10019.0,American,"Food, supplies, and equipment not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,12,A,2023-01-20T00:00:00.000,2025-05-07T06:00:15.000
THE FLAME DINER,Manhattan,893,9 AVENUE,10019.0,American,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,8,A,2022-07-21T00:00:00.000,2025-05-07T06:00:15.000
THE FLAME DINER,Manhattan,893,9 AVENUE,10019.0,American,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,8,A,2022-07-21T00:00:00.000,2025-05-07T06:00:15.000
THE FLAME DINER,Manhattan,893,9 AVENUE,10019.0,American,Hot food item not held at or above 140º F.,Critical,9,A,2021-07-26T00:00:00.000,2025-05-07T06:00:15.000
THE FLAME DINER,Manhattan,893,9 AVENUE,10019.0,American,"Single service item reused, improperly stored, dispensed; not used when required.",Not Critical,9,A,2021-07-26T00:00:00.000,2025-05-07T06:00:15.000
JACKSON HOLE,Manhattan,232,EAST   64 STREET,10065.0,Hamburgers,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,13,A,2024-12-09T00:00:00.000,2025-05-07T06:00:15.000
JACKSON HOLE,Manhattan,232,EAST   64 STREET,10065.0,Hamburgers,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,13,A,2024-12-09T00:00:00.000,2025-05-07T06:00:15.000
JACKSON HOLE,Manhattan,232,EAST   64 STREET,10065.0,Hamburgers,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,13,A,2024-12-09T00:00:00.000,2025-05-07T06:00:15.000
JACKSON HOLE,Manhattan,232,EAST   64 STREET,10065.0,Hamburgers,"Single service article not provided. Single service article reused or not protected from contamination when transported, stored, dispensed. Drinking straws not completely enclosed in wrapper or dispensed from a sanitary device.",Not Critical,13,A,2024-12-09T00:00:00.000,2025-05-07T06:00:15.000
JACKSON HOLE,Manhattan,232,EAST   64 STREET,10065.0,Hamburgers,Hot TCS food item not held at or above 140 °F.,Critical,10,A,2023-04-05T00:00:00.000,2025-05-07T06:00:15.000
JACKSON HOLE,Manhattan,232,EAST   64 STREET,10065.0,Hamburgers,"Single service article not provided.  Single service article reused or not protected from contamination when transported, stored, dispensed.  Drinking straws not completely enclosed in wrapper or dispensed from a sanitary device.",Not Critical,10,A,2023-04-05T00:00:00.000,2025-05-07T06:00:15.000
JACKSON HOLE,Manhattan,232,EAST   64 STREET,10065.0,Hamburgers,"Appropriately scaled metal stem-type thermometer or thermocouple not provided or used to evaluate temperatures of potentially hazardous foods during cooking, cooling, reheating and holding.",Critical,13,A,2022-02-17T00:00:00.000,2025-05-07T06:00:15.000
JACKSON HOLE,Manhattan,232,EAST   64 STREET,10065.0,Hamburgers,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,13,A,2022-02-17T00:00:00.000,2025-05-07T06:00:15.000
JACKSON HOLE,Manhattan,232,EAST   64 STREET,10065.0,Hamburgers,Proper sanitization not provided for utensil ware washing operation.,Not Critical,13,A,2022-02-17T00:00:00.000,2025-05-07T06:00:15.000
ZUM STAMMTISCH,Queens,6946,MYRTLE AVENUE,11385.0,German,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,3,A,2023-02-02T00:00:00.000,2025-05-07T06:00:15.000
ZUM STAMMTISCH,Queens,6946,MYRTLE AVENUE,11385.0,German,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,13,A,2022-01-06T00:00:00.000,2025-05-07T06:00:15.000
ZUM STAMMTISCH,Queens,6946,MYRTLE AVENUE,11385.0,German,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,13,A,2022-01-06T00:00:00.000,2025-05-07T06:00:15.000
ZUM STAMMTISCH,Queens,6946,MYRTLE AVENUE,11385.0,German,Food contact surface not properly maintained.,Not Critical,13,A,2022-01-06T00:00:00.000,2025-05-07T06:00:15.000
ZUM STAMMTISCH,Queens,6946,MYRTLE AVENUE,11385.0,German,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,13,A,2022-01-06T00:00:00.000,2025-05-07T06:00:15.000
BUDDY'S WONDER BAR,Staten Island,17,HARRISON AVENUE,10302.0,American,"Properly scaled and calibrated thermometer or thermocouple not provided or not readily accessible in food preparation and hot/cold holding areas to measure temperatures of TCS foods during cooking, cooling, reheating, and holding.",Critical,12,A,2024-01-25T00:00:00.000,2025-05-07T06:00:15.000
BUDDY'S WONDER BAR,Staten Island,17,HARRISON AVENUE,10302.0,American,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,12,A,2024-01-25T00:00:00.000,2025-05-07T06:00:15.000
BUDDY'S WONDER BAR,Staten Island,17,HARRISON AVENUE,10302.0,American,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,12,A,2024-01-25T00:00:00.000,2025-05-07T06:00:15.000
BUDDY'S WONDER BAR,Staten Island,17,HARRISON AVENUE,10302.0,American,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,12,A,2022-05-23T00:00:00.000,2025-05-07T06:00:15.000
BUDDY'S WONDER BAR,Staten Island,17,HARRISON AVENUE,10302.0,American,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,12,A,2022-05-23T00:00:00.000,2025-05-07T06:00:15.000
BUDDY'S WONDER BAR,Staten Island,17,HARRISON AVENUE,10302.0,American,Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.,Not Critical,12,A,2022-05-23T00:00:00.000,2025-05-07T06:00:15.000
MIMIS RESTAURANT & BAR,Manhattan,984,SECOND AVENUE,10022.0,Italian,Food Protection Certificate (FPC) not held by manager or supervisor of food operations.,Critical,12,A,2024-06-20T00:00:00.000,2025-05-07T06:00:15.000
MIMIS RESTAURANT & BAR,Manhattan,984,SECOND AVENUE,10022.0,Italian,Thawing procedure improper.,Not Critical,12,A,2024-06-20T00:00:00.000,2025-05-07T06:00:15.000
MIMIS RESTAURANT & BAR,Manhattan,984,SECOND AVENUE,10022.0,Italian,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,12,A,2022-10-18T00:00:00.000,2025-05-07T06:00:15.000
MIMIS RESTAURANT & BAR,Manhattan,984,SECOND AVENUE,10022.0,Italian,Live roaches in facility's food or non-food area.,Critical,12,A,2022-10-18T00:00:00.000,2025-05-07T06:00:15.000
MIMIS RESTAURANT & BAR,Manhattan,984,SECOND AVENUE,10022.0,Italian,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,12,A,2022-10-18T00:00:00.000,2025-05-07T06:00:15.000
MIMIS RESTAURANT & BAR,Manhattan,984,SECOND AVENUE,10022.0,Italian,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,5,A,2021-09-01T00:00:00.000,2025-05-07T06:00:15.000
LENNY'S CLAM BAR,Queens,16103,CROSSBAY BOULEVARD,11414.0,Seafood,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,12,A,2024-07-19T00:00:00.000,2025-05-07T06:00:15.000
LENNY'S CLAM BAR,Queens,16103,CROSSBAY BOULEVARD,11414.0,Seafood,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,12,A,2024-07-19T00:00:00.000,2025-05-07T06:00:15.000
LENNY'S CLAM BAR,Queens,16103,CROSSBAY BOULEVARD,11414.0,Seafood,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,11,A,2023-03-13T00:00:00.000,2025-05-07T06:00:15.000
LENNY'S CLAM BAR,Queens,16103,CROSSBAY BOULEVARD,11414.0,Seafood,"Pesticide not properly labeled or used by unlicensed individual.  Pesticide, other toxic chemical improperly used/stored. Unprotected, unlocked bait station used.",Not Critical,11,A,2023-03-13T00:00:00.000,2025-05-07T06:00:15.000
LENNY'S CLAM BAR,Queens,16103,CROSSBAY BOULEVARD,11414.0,Seafood,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,11,A,2023-03-13T00:00:00.000,2025-05-07T06:00:15.000
LENNY'S CLAM BAR,Queens,16103,CROSSBAY BOULEVARD,11414.0,Seafood,Hot food item not held at or above 140º F.,Critical,11,A,2021-07-20T00:00:00.000,2025-05-07T06:00:15.000
LENNY'S CLAM BAR,Queens,16103,CROSSBAY BOULEVARD,11414.0,Seafood,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,11,A,2021-07-20T00:00:00.000,2025-05-07T06:00:15.000
LENNY'S CLAM BAR,Queens,16103,CROSSBAY BOULEVARD,11414.0,Seafood,Hand wash sign not posted,Not Critical,11,A,2021-07-20T00:00:00.000,2025-05-07T06:00:15.000
GRIFFIS FACULTY CLUB,Manhattan,521,EAST   68 STREET,10065.0,American,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,11,A,2025-02-07T00:00:00.000,2025-05-07T06:00:15.000
GRIFFIS FACULTY CLUB,Manhattan,521,EAST   68 STREET,10065.0,American,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,11,A,2025-02-07T00:00:00.000,2025-05-07T06:00:15.000
